TransactionID,Amount,PaymentMethod,Location,Device,TransactionDate,Fraud
TXN19449,81008,Net Banking,Haldia,iPhone,2024-08-02,No
TXN19450,94164,Credit Card,Medininagar,iPhone,2025-03-13,No
TXN19451,60236,Debit Card,Chandigarh,Android,2025-05-26,No
TXN19452,67718,Debit Card,Mirzapur,iPhone,2025-06-12,No
TXN19453,80242,UPI,Vasai-Virar,iPhone,2025-02-02,No
TXN19454,79262,Debit Card,Coimbatore,Android,2024-08-27,No
TXN19455,21807,Net Banking,Eluru,Android,2024-10-20,No
TXN19456,89410,Credit Card,Narasaraopet,Android,2025-10-08,No
TXN19457,78035,Debit Card,Khammam,Android,2025-11-15,No
TXN19458,50097,Net Banking,Gopalpur,iPhone,2024-10-07,No
TXN19459,18151,Credit Card,Thiruvananthapuram,Laptop,2026-02-12,No
TXN19460,10283,UPI,Junagadh,iPhone,2024-09-11,No
TXN19461,20612,Credit Card,Navi Mumbai,Android,2026-02-27,No
TXN19462,99326,Debit Card,Begusarai,Laptop,2024-09-25,No
TXN19463,81747,Credit Card,Morena,Android,2026-02-13,No
TXN19464,39679,UPI,Nagaon,iPhone,2025-12-02,No
TXN19465,35273,UPI,Tinsukia,iPhone,2026-01-06,No
TXN19466,82574,Debit Card,Howrah,Laptop,2025-08-05,No
TXN19467,66771,Debit Card,Bhagalpur,iPhone,2025-05-03,No
TXN19468,2297,Credit Card,Singrauli,Laptop,2026-04-29,No
TXN19469,55530,UPI,Raurkela Industrial Township,Android,2026-01-11,No
TXN19470,20917,Net Banking,Muzaffarnagar,iPhone,2026-03-04,No
TXN19471,70998,Net Banking,Kozhikode,Laptop,2024-09-13,No
TXN19472,66110,Net Banking,Gangtok,iPhone,2024-07-09,No
TXN19473,2344,Debit Card,Hapur,iPhone,2025-07-21,No
TXN19474,82318,UPI,Guwahati,iPhone,2025-09-15,No
TXN19475,61801,Credit Card,Rohtak,Android,2025-05-23,No
TXN19476,51050,Debit Card,Ongole,iPhone,2025-09-21,No
TXN19477,60319,UPI,Durg,Laptop,2025-05-27,No
TXN19478,67383,Credit Card,Davanagere,iPhone,2026-01-01,No
TXN19479,18195,Credit Card,Singrauli,iPhone,2025-06-08,No
TXN19480,67975,Net Banking,Navi Mumbai,Android,2025-11-07,No
TXN19481,20903,Credit Card,Kulti,iPhone,2025-11-06,No
TXN19482,74785,Net Banking,Kavali,iPhone,2024-07-15,No
TXN19483,96362,Credit Card,Kolkata,Android,2025-04-21,No
TXN19484,62262,UPI,Rampur,Laptop,2026-05-08,No
TXN19485,38881,Credit Card,Singrauli,iPhone,2025-01-08,No
TXN19486,53499,Debit Card,Barasat,iPhone,2026-05-07,No
TXN19487,29371,Credit Card,Mangalore,iPhone,2024-07-11,No
TXN19488,6736,Debit Card,Sasaram,Laptop,2026-05-07,No
TXN19489,9965,Credit Card,Morbi,Laptop,2026-05-10,No
TXN19490,86595,Net Banking,Warangal,Laptop,2024-10-14,No
TXN19491,94045,UPI,Noida,Laptop,2024-07-27,No
TXN19492,38450,Debit Card,Kochi,Laptop,2026-04-15,No
TXN19493,44760,Debit Card,Ranchi,Android,2024-08-12,No
TXN19494,13131,UPI,Khammam,iPhone,2025-07-25,No
TXN19495,6565,Net Banking,Gopalpur,iPhone,2024-12-22,No
TXN19496,10661,Credit Card,Motihari,Laptop,2024-09-08,No
TXN19497,24623,UPI,Bangalore,Android,2026-05-19,No
TXN19498,83549,Net Banking,Ambala,Laptop,2026-06-15,No
TXN19499,71200,Debit Card,Jamalpur,iPhone,2026-04-24,No
TXN19500,85822,Net Banking,Raebareli,Android,2025-12-14,No
TXN19501,5194,Debit Card,Lucknow,Laptop,2026-01-22,No
TXN19502,57927,UPI,Muzaffarnagar,Android,2026-02-20,No
TXN19503,91760,Debit Card,Tirunelveli,iPhone,2025-10-01,No
TXN19504,44513,UPI,Patna,Laptop,2024-07-13,No
TXN19505,77190,Net Banking,Durgapur,Android,2025-09-19,No
TXN19506,59871,Net Banking,Pudukkottai,Android,2025-04-16,No
TXN19507,19060,UPI,Kirari Suleman Nagar,iPhone,2025-10-05,No
TXN19508,76302,UPI,Rewa,Android,2026-01-27,No
TXN19509,62826,Credit Card,Farrukhabad,Laptop,2026-03-25,No
TXN19510,60107,Debit Card,Saharsa,Android,2026-06-21,No
TXN19511,10767,Net Banking,Tenali,Laptop,2024-12-03,No
TXN19512,90687,Net Banking,Miryalaguda,Laptop,2025-06-17,No
TXN19513,96982,Credit Card,Thanjavur,Laptop,2024-10-26,No
TXN19514,49368,UPI,Jamshedpur,Android,2025-02-15,No
TXN19515,89283,Net Banking,Amroha,Android,2025-12-01,No
TXN19516,54672,UPI,Sambhal,iPhone,2025-09-06,No
TXN19517,70177,Debit Card,Anantapur,Android,2024-09-17,No
TXN19518,86806,Debit Card,Davanagere,iPhone,2026-05-07,No
TXN19519,59529,Credit Card,Alappuzha,iPhone,2025-03-17,No
TXN19520,52379,Credit Card,Bharatpur,Android,2025-03-04,No
TXN19521,83426,Net Banking,Kottayam,iPhone,2024-10-10,No
TXN19522,98044,Credit Card,Raiganj,iPhone,2026-06-19,No
TXN19523,8336,UPI,Miryalaguda,Android,2026-04-10,No
TXN19524,1970,UPI,Kulti,Laptop,2024-07-25,No
TXN19525,7863,UPI,Ranchi,Laptop,2026-05-11,No
TXN19526,98121,Debit Card,Etawah,Laptop,2025-01-17,No
TXN19527,25796,UPI,Sonipat,iPhone,2024-07-26,No
TXN19528,99968,Credit Card,Amroha,iPhone,2026-01-13,No
TXN19529,72967,UPI,Tiruppur,Android,2024-08-26,No
TXN19530,69194,Debit Card,Madhyamgram,iPhone,2025-08-26,No
TXN19531,24078,Debit Card,Sasaram,Laptop,2026-03-13,No
TXN19532,46143,Credit Card,Proddatur,iPhone,2025-09-01,No
TXN19533,4700,Credit Card,Kozhikode,Laptop,2025-08-18,No
TXN19534,88960,Debit Card,Gandhidham,iPhone,2026-04-08,No
TXN19535,18959,UPI,Phusro,Android,2024-12-09,No
TXN19536,49606,Debit Card,Bahraich,Android,2024-07-11,No
TXN19537,86693,UPI,Guntakal,Android,2025-01-22,No
TXN19538,5467,UPI,Rajkot,Android,2025-11-01,No
TXN19539,38273,UPI,Bhilwara,iPhone,2026-05-02,No
TXN19540,91709,Net Banking,Cuttack,Android,2025-03-24,No
TXN19541,84146,Net Banking,Maheshtala,Android,2025-04-23,No
TXN19542,53798,Net Banking,Naihati,iPhone,2024-09-05,No
TXN19543,56446,Credit Card,Nagpur,iPhone,2024-10-29,No
TXN19544,90979,Net Banking,Warangal,iPhone,2024-09-08,No
TXN19545,46879,UPI,Bidhannagar,iPhone,2024-09-16,No
TXN19546,52882,Net Banking,Ahmednagar,Android,2024-09-13,No
TXN19547,53149,Debit Card,Raurkela Industrial Township,Laptop,2025-05-09,No
TXN19548,9269,Debit Card,Jalgaon,iPhone,2026-01-21,No
TXN19549,25773,Credit Card,Bareilly,Android,2026-06-21,No
TXN19550,94779,UPI,Ahmednagar,Laptop,2024-08-31,No
TXN19551,64001,Debit Card,Ulhasnagar,Android,2025-12-19,No
TXN19552,59600,Debit Card,Srinagar,Laptop,2025-01-22,No
TXN19553,83373,UPI,Hapur,iPhone,2025-05-19,No
TXN19554,41319,UPI,Ambattur,iPhone,2025-04-14,No
TXN19555,27202,Credit Card,Nanded,Android,2026-07-04,No
TXN19556,26516,Credit Card,Bardhaman,Laptop,2026-02-01,No
TXN19557,45911,Net Banking,Kulti,iPhone,2024-08-02,No
TXN19558,13088,UPI,Uluberia,Android,2026-04-24,No
TXN19559,72448,UPI,Tinsukia,Laptop,2024-07-29,No
TXN19560,58441,UPI,Deoghar,Android,2026-01-27,No
TXN19561,98359,Credit Card,Bally,Laptop,2025-07-19,No
TXN19562,50641,Net Banking,Udaipur,iPhone,2025-01-17,No
TXN19563,24670,UPI,Firozabad,Android,2024-12-09,No
TXN19564,88844,UPI,Vellore,Android,2025-02-05,No
TXN19565,20894,Net Banking,Nellore,Laptop,2024-09-27,No
TXN19566,51244,Net Banking,Allahabad,Laptop,2026-03-30,No
TXN19567,77916,Credit Card,Panvel,Laptop,2025-09-04,No
TXN19568,63215,Debit Card,Purnia,Laptop,2026-03-07,No
TXN19569,89200,UPI,Bangalore,iPhone,2025-12-22,No
TXN19570,28724,UPI,Rourkela,iPhone,2025-02-27,No
TXN19571,61309,UPI,Faridabad,Android,2025-11-18,No
TXN19572,67126,UPI,Maheshtala,Laptop,2025-04-19,No
TXN19573,70631,Debit Card,Kurnool,iPhone,2024-07-11,No
TXN19574,79590,Credit Card,Tumkur,iPhone,2026-02-01,No
TXN19575,97760,Net Banking,Nanded,Android,2025-04-22,No
TXN19576,55775,Credit Card,Tirupati,Laptop,2024-08-22,No
TXN19577,5625,Credit Card,Rajpur Sonarpur,iPhone,2026-02-03,No
TXN19578,72694,Credit Card,Rohtak,iPhone,2024-11-01,No
TXN19579,49541,UPI,Purnia,Android,2024-11-13,No
TXN19580,48948,Debit Card,Haldia,iPhone,2025-12-15,No
TXN19581,53680,Credit Card,Malegaon,Laptop,2025-06-13,No
TXN19582,71582,Net Banking,Nashik,iPhone,2025-07-04,No
TXN19583,86976,Net Banking,Saharsa,Android,2025-05-09,No
TXN19584,38805,UPI,Bhavnagar,Android,2026-05-27,No
TXN19585,25179,UPI,Nandyal,Laptop,2026-01-01,No
TXN19586,9637,UPI,Katihar,Laptop,2025-05-10,No
TXN19587,95118,UPI,Indore,Laptop,2026-02-10,No
TXN19588,8896,Net Banking,Aurangabad,Android,2025-03-23,No
TXN19589,25342,Net Banking,Morena,iPhone,2025-11-05,No
TXN19590,61921,Credit Card,Sagar,Laptop,2026-04-07,No
TXN19591,30897,Net Banking,Hazaribagh,Android,2025-03-07,No
TXN19592,87252,Net Banking,Ozhukarai,Android,2024-12-16,No
TXN19593,44127,Credit Card,Danapur,Laptop,2026-06-11,No
TXN19594,41288,Credit Card,Bhilai,iPhone,2024-08-14,No
TXN19595,63753,Net Banking,Ramagundam,iPhone,2025-07-11,No
TXN19596,21896,Debit Card,Rewa,Laptop,2026-03-12,No
TXN19597,7375,Credit Card,Bongaigaon,Laptop,2024-12-02,No
TXN19598,95448,UPI,Thrissur,Android,2025-03-29,No
TXN19599,80303,Net Banking,Kishanganj,Laptop,2025-11-20,No
TXN19600,28305,Net Banking,Bahraich,iPhone,2025-02-12,No
TXN19601,44393,Net Banking,Imphal,Laptop,2025-05-15,No
TXN19602,23027,Debit Card,Jalandhar,iPhone,2026-03-31,No
TXN19603,40830,UPI,Ratlam,iPhone,2026-05-13,No
TXN19604,13899,Debit Card,Tenali,iPhone,2026-04-20,No
TXN19605,65352,UPI,Dhule,Android,2024-09-30,No
TXN19606,90424,UPI,Amaravati,Android,2024-10-10,No
TXN19607,16480,Net Banking,Gudivada,Android,2025-07-09,No
TXN19608,12019,Debit Card,Jamshedpur,Android,2026-04-03,No
TXN19609,48996,UPI,Ozhukarai,Android,2025-11-22,No
TXN19610,55321,UPI,Khandwa,iPhone,2026-04-22,No
TXN19611,61504,Debit Card,Sambhal,Android,2024-12-11,No
TXN19612,69359,Net Banking,Rajkot,Android,2025-11-30,No
TXN19613,89812,Debit Card,Dharmavaram,Android,2026-01-14,No
TXN19614,89348,Net Banking,Dharmavaram,Android,2025-04-18,No
TXN19615,23993,Debit Card,Kurnool,Laptop,2025-12-10,No
TXN19616,25580,UPI,Tumkur,iPhone,2025-12-27,No
TXN19617,33542,Net Banking,Bongaigaon,Laptop,2024-08-18,No
TXN19618,8583,UPI,Hapur,Laptop,2026-02-01,No
TXN19619,41341,UPI,Bhavnagar,Android,2025-12-05,No
TXN19620,99802,Credit Card,Nashik,iPhone,2026-04-05,No
TXN19621,62195,Debit Card,Saharanpur,Android,2026-04-21,No
TXN19622,71075,Credit Card,Bhavnagar,Android,2025-01-06,No
TXN19623,86364,Debit Card,Anand,Android,2025-09-26,No
TXN19624,92462,UPI,Surendranagar Dudhrej,iPhone,2025-12-13,No
TXN19625,86311,Credit Card,Jorhat,iPhone,2026-03-24,No
TXN19626,39026,UPI,Chennai,Android,2026-03-31,No
TXN19627,93768,UPI,Munger,Android,2025-06-23,No
TXN19628,47575,Credit Card,Morena,iPhone,2025-04-17,No
TXN19629,92043,Credit Card,Phagwara,Android,2026-05-31,No
TXN19630,2162,Net Banking,Surendranagar Dudhrej,iPhone,2024-11-23,No
TXN19631,31332,Credit Card,Tiruchirappalli,iPhone,2025-06-09,No
TXN19632,79084,Net Banking,Raebareli,Laptop,2025-09-02,No
TXN19633,94492,Debit Card,Haridwar,Laptop,2024-12-24,No
TXN19634,37592,Net Banking,Jehanabad,iPhone,2025-07-04,No
TXN19635,16171,UPI,Anantapur,Laptop,2025-05-07,No
TXN19636,56361,Credit Card,Bhusawal,Android,2024-12-04,No
TXN19637,63588,Credit Card,Berhampur,Android,2025-09-20,No
TXN19638,81335,Debit Card,Bidhannagar,Android,2026-02-06,No
TXN19639,86632,Debit Card,Dindigul,iPhone,2025-09-04,No
TXN19640,93076,Net Banking,Faridabad,Laptop,2026-01-17,No
TXN19641,80465,Debit Card,Aligarh,iPhone,2025-12-10,No
TXN19642,92358,Credit Card,Raebareli,Laptop,2024-09-12,No
TXN19643,89150,Credit Card,Silchar,iPhone,2026-05-11,No
TXN19644,59345,Net Banking,Karaikudi,Laptop,2025-09-20,No
TXN19645,16996,UPI,Bilaspur,Android,2024-11-15,No
TXN19646,62245,Net Banking,Durgapur,Android,2024-10-22,No
TXN19647,81286,Credit Card,Deoghar,iPhone,2025-05-19,No
TXN19648,62055,Credit Card,Morbi,iPhone,2025-06-03,Yes
TXN19649,68194,UPI,Rewa,Android,2025-11-19,No
TXN19650,96605,UPI,Danapur,iPhone,2026-01-31,No
TXN19651,77850,Net Banking,Cuttack,iPhone,2026-04-18,No
TXN19652,93744,UPI,Ajmer,iPhone,2025-07-14,No
TXN19653,27398,UPI,Singrauli,Laptop,2025-06-09,No
TXN19654,74210,Debit Card,Mumbai,iPhone,2025-12-14,No
TXN19655,57281,UPI,Moradabad,iPhone,2024-07-31,No
TXN19656,47180,Credit Card,Bhavnagar,Android,2025-07-24,No
TXN19657,60339,Credit Card,Thiruvananthapuram,Laptop,2025-11-19,No
TXN19658,8706,Net Banking,Bikaner,iPhone,2026-04-29,No
TXN19659,36864,Credit Card,Kozhikode,Android,2025-03-03,No
TXN19660,91277,UPI,Sirsa,Android,2025-12-21,No
TXN19661,16207,UPI,Rajkot,Laptop,2025-04-14,No
TXN19662,12248,Credit Card,Ballia,iPhone,2025-05-10,No
TXN19663,6342,Credit Card,Nagercoil,Android,2025-09-11,No
TXN19664,51802,Debit Card,Bhavnagar,Laptop,2025-02-19,No
TXN19665,25612,Credit Card,Kumbakonam,Laptop,2025-02-25,No
TXN19666,36461,Net Banking,Gandhidham,Android,2024-08-10,No
TXN19667,72767,Debit Card,Allahabad,Laptop,2024-11-07,No
TXN19668,92868,Credit Card,Hosur,Laptop,2026-06-17,No
TXN19669,23189,Credit Card,Kochi,Laptop,2025-10-27,No
TXN19670,77834,Credit Card,Kollam,Laptop,2026-01-13,No
TXN19671,45484,Debit Card,Nagercoil,iPhone,2025-10-24,No
TXN19672,9320,UPI,Srinagar,Android,2024-08-27,No
TXN19673,94378,Net Banking,Singrauli,Android,2025-12-21,No
TXN19674,55912,Debit Card,Srinagar,iPhone,2024-12-27,No
TXN19675,28703,UPI,Arrah,iPhone,2026-01-13,No
TXN19676,90397,UPI,Hajipur,Android,2025-09-16,No
TXN19677,35364,Credit Card,Jaipur,Laptop,2025-09-19,No
TXN19678,28576,Net Banking,Panipat,Laptop,2024-07-29,No
TXN19679,11156,Debit Card,Sri Ganganagar,Laptop,2025-08-07,No
TXN19680,1106,Debit Card,Bhiwandi,iPhone,2026-01-10,No
TXN19681,85502,UPI,Ludhiana,Android,2026-04-30,No
TXN19682,97713,Net Banking,Asansol,Android,2025-01-25,No
TXN19683,21238,Debit Card,Dehradun,iPhone,2026-06-25,No
TXN19684,57812,Debit Card,Rajkot,Laptop,2025-02-04,No
TXN19685,75975,UPI,Tezpur,iPhone,2024-12-17,No
TXN19686,20406,Debit Card,Mango,Laptop,2025-06-30,No
TXN19687,47041,Debit Card,Eluru,Android,2025-05-03,No
TXN19688,51367,Net Banking,Raiganj,Laptop,2026-03-28,No
TXN19689,64782,Net Banking,Hindupur,Laptop,2026-06-13,No
TXN19690,49140,Net Banking,Berhampur,Laptop,2025-08-16,No
TXN19691,77103,Net Banking,Aurangabad,Android,2025-10-15,No
TXN19692,32656,UPI,Vasai-Virar,Android,2025-04-30,Yes
TXN19693,86406,UPI,Pune,Laptop,2025-11-23,No
TXN19694,90972,UPI,Tiruvottiyur,iPhone,2025-08-13,No
TXN19695,91953,Credit Card,Yamunanagar,iPhone,2026-06-25,No
TXN19696,43165,UPI,Firozabad,iPhone,2024-11-14,No
TXN19697,301,Credit Card,Sasaram,Android,2025-11-02,No
TXN19698,1228,UPI,Alwar,Android,2025-03-07,No
TXN19699,1970,Credit Card,Nanded,Android,2026-06-01,No
TXN19700,79465,Credit Card,Khammam,Laptop,2024-09-06,No
TXN19701,39547,Credit Card,Bongaigaon,Android,2026-03-21,No
TXN19702,91900,UPI,Noida,Android,2024-11-15,No
TXN19703,20729,Net Banking,Hosur,Android,2026-02-02,No
TXN19704,71589,Debit Card,Miryalaguda,Laptop,2025-10-06,No
TXN19705,48098,Net Banking,Kochi,iPhone,2024-07-19,No
TXN19706,56521,UPI,Sikar,Laptop,2025-03-11,No
TXN19707,32805,Debit Card,Loni,iPhone,2026-03-14,No
TXN19708,61891,UPI,Alwar,Android,2026-02-01,No
TXN19709,24935,UPI,Bilaspur,iPhone,2025-01-11,No
TXN19710,9731,Debit Card,Gorakhpur,Laptop,2024-10-19,No
TXN19711,14901,Debit Card,Berhampur,Android,2024-11-05,No
TXN19712,80446,UPI,Bhiwani,Laptop,2026-01-14,No
TXN19713,84241,Net Banking,Ozhukarai,iPhone,2025-04-30,No
TXN19714,28672,Debit Card,Motihari,Laptop,2026-05-29,No
TXN19715,74104,Net Banking,Bardhaman,iPhone,2024-12-02,No
TXN19716,71889,Net Banking,Sagar,iPhone,2026-01-02,No
TXN19717,69090,Credit Card,Danapur,Laptop,2024-07-11,No
TXN19718,68236,Credit Card,Ratlam,iPhone,2026-07-04,No
TXN19719,11001,UPI,Ambala,Laptop,2025-12-05,No
TXN19720,43283,Net Banking,Nellore,Android,2025-08-22,No
TXN19721,68280,Debit Card,Sri Ganganagar,Laptop,2025-05-03,No
TXN19722,53949,UPI,Dibrugarh,Laptop,2024-11-07,No
TXN19723,57875,Credit Card,Miryalaguda,Laptop,2024-08-06,No
TXN19724,6264,UPI,Mira-Bhayandar,Laptop,2026-01-01,No
TXN19725,60027,Credit Card,Malda,Android,2025-10-09,No
TXN19726,81534,Debit Card,Patiala,Laptop,2024-07-24,No
TXN19727,99333,Net Banking,Tumkur,iPhone,2026-02-23,No
TXN19728,67091,Credit Card,North Dumdum,Android,2025-04-21,No
TXN19729,70104,Net Banking,Alwar,Laptop,2024-08-18,Yes
TXN19730,97435,Net Banking,Belgaum,Laptop,2025-07-21,No
TXN19731,3434,UPI,Mau,Android,2025-10-27,No
TXN19732,43132,UPI,Gwalior,iPhone,2025-04-12,No
TXN19733,90960,UPI,Patiala,Laptop,2025-10-06,No
TXN19734,88298,Net Banking,Mango,Laptop,2024-11-21,No
TXN19735,50926,Debit Card,Kirari Suleman Nagar,iPhone,2025-09-11,No
TXN19736,69235,UPI,Giridih,Laptop,2025-11-19,No
TXN19737,25066,Net Banking,Tiruchirappalli,Laptop,2024-10-01,No
TXN19738,29129,Debit Card,Tiruchirappalli,Laptop,2025-01-04,No
TXN19739,55987,Credit Card,Raipur,Laptop,2025-02-01,No
TXN19740,42050,Net Banking,Kirari Suleman Nagar,Android,2026-02-02,No
TXN19741,13176,UPI,Varanasi,iPhone,2025-04-03,No
TXN19742,50265,UPI,Delhi,Android,2026-05-22,No
TXN19743,98657,Net Banking,Bhagalpur,Laptop,2025-02-24,No
TXN19744,44321,Debit Card,Anand,iPhone,2025-09-19,No
TXN19745,26801,Debit Card,Nangloi Jat,iPhone,2025-04-07,No
TXN19746,84320,Debit Card,Chandrapur,iPhone,2024-12-30,No
TXN19747,11121,UPI,Ghaziabad,Laptop,2025-08-31,No
TXN19748,46390,Debit Card,Amaravati,Laptop,2025-12-24,No
TXN19749,38188,Credit Card,Allahabad,Android,2024-10-30,No
TXN19750,16589,Credit Card,Sonipat,Android,2025-10-29,No
TXN19751,53156,Debit Card,Delhi,iPhone,2026-05-16,No
TXN19752,95770,Debit Card,Khammam,iPhone,2026-06-27,No
TXN19753,1367,Debit Card,Jehanabad,Android,2024-08-18,No
TXN19754,65898,Debit Card,Nandyal,Android,2025-02-10,No
TXN19755,52085,Net Banking,Morbi,iPhone,2026-01-08,No
TXN19756,72364,Credit Card,Junagadh,Android,2025-01-19,No
TXN19757,3182,Net Banking,Narasaraopet,Android,2024-11-25,No
TXN19758,89976,Debit Card,Nangloi Jat,iPhone,2025-08-12,No
TXN19759,68858,Net Banking,Orai,iPhone,2024-08-27,No
TXN19760,84229,UPI,Chapra,Android,2025-10-28,No
TXN19761,66294,Credit Card,Bhopal,Laptop,2025-03-24,No
TXN19762,72715,Credit Card,Thrissur,iPhone,2025-05-12,No
TXN19763,74152,UPI,Jamalpur,Laptop,2025-12-12,No
TXN19764,34491,Credit Card,Bhilwara,Laptop,2024-10-30,No
TXN19765,90684,Credit Card,Bhatpara,Laptop,2026-03-19,No
TXN19766,61781,Net Banking,Bongaigaon,iPhone,2025-01-09,No
TXN19767,94990,UPI,Alappuzha,Android,2025-07-31,No
TXN19768,61106,Debit Card,Begusarai,Laptop,2026-01-12,No
TXN19769,97005,Credit Card,Karnal,Android,2025-10-27,No
TXN19770,79867,Net Banking,Jamshedpur,Android,2025-09-12,No
TXN19771,62920,Credit Card,Panvel,Android,2024-10-18,No
TXN19772,49972,Debit Card,Sikar,Android,2024-10-21,No
TXN19773,21701,Net Banking,Saharanpur,Laptop,2024-08-29,No
TXN19774,83292,UPI,Suryapet,Android,2024-08-01,No
TXN19775,42444,Credit Card,Dehri,Android,2026-04-12,No
TXN19776,39856,Credit Card,Darbhanga,Laptop,2024-10-25,No
TXN19777,87808,Debit Card,Vijayanagaram,iPhone,2025-07-31,No
TXN19778,96538,UPI,Maheshtala,Android,2025-12-21,No
TXN19779,20462,UPI,Bhagalpur,Android,2025-06-18,No
TXN19780,72169,Credit Card,Vadodara,iPhone,2025-09-04,No
TXN19781,4721,Credit Card,Raurkela Industrial Township,iPhone,2025-11-17,No
TXN19782,54017,Credit Card,Kadapa,Laptop,2025-02-25,No
TXN19783,38468,Credit Card,Bhiwandi,iPhone,2025-12-12,No
TXN19784,75113,UPI,Morena,Laptop,2025-10-13,No
TXN19785,29533,Credit Card,Jalandhar,iPhone,2025-12-21,No
TXN19786,17960,Credit Card,Munger,Android,2025-11-09,No
TXN19787,92532,Debit Card,Korba,iPhone,2024-09-29,No
TXN19788,66016,Credit Card,Bhopal,Android,2025-07-25,No
TXN19789,83955,Debit Card,Hindupur,iPhone,2024-10-09,No
TXN19790,72417,UPI,Hubli–Dharwad,Laptop,2026-03-23,No
TXN19791,49774,Debit Card,Mahbubnagar,iPhone,2025-09-10,No
TXN19792,97893,Debit Card,Eluru,Laptop,2026-02-01,No
TXN19793,64641,UPI,Maheshtala,Android,2024-08-01,No
TXN19794,68760,Credit Card,Ujjain,Laptop,2026-05-07,No
TXN19795,93152,UPI,Sagar,iPhone,2026-05-25,No
TXN19796,56746,Net Banking,Muzaffarpur,iPhone,2025-01-21,No
TXN19797,27605,Debit Card,Surat,Android,2025-08-04,No
TXN19798,38336,UPI,Malda,Android,2026-05-02,No
TXN19799,77166,Net Banking,Delhi,Android,2025-10-18,No
TXN19800,25433,Debit Card,Gandhinagar,iPhone,2025-05-03,No
TXN19801,80629,Net Banking,Sambhal,Android,2025-12-01,No
TXN19802,20669,UPI,Etawah,iPhone,2024-10-23,No
TXN19803,44671,Net Banking,Singrauli,iPhone,2026-04-09,No
TXN19804,99529,Credit Card,Bellary,Laptop,2024-08-03,No
TXN19805,46250,Debit Card,Jalgaon,Android,2026-01-25,No
TXN19806,59528,Credit Card,Jalandhar,Android,2025-08-14,No
TXN19807,53171,Net Banking,Kavali,Laptop,2025-01-15,No
TXN19808,98384,Net Banking,Gandhidham,Android,2026-02-23,No
TXN19809,22946,Credit Card,Gorakhpur,Laptop,2026-04-03,No
TXN19810,32283,UPI,Bhimavaram,iPhone,2025-08-30,No
TXN19811,37232,Net Banking,Bikaner,Laptop,2025-08-03,No
TXN19812,96154,UPI,Agartala,Android,2024-07-19,No
TXN19813,15400,Net Banking,Ratlam,iPhone,2026-03-18,No
TXN19814,89395,UPI,Thiruvananthapuram,Laptop,2024-12-25,No
TXN19815,77902,Debit Card,Bally,iPhone,2026-05-24,No
TXN19816,27341,Net Banking,Baranagar,Laptop,2024-10-20,No
TXN19817,54019,Net Banking,Vellore,Laptop,2025-12-06,No
TXN19818,28277,Credit Card,Meerut,iPhone,2024-12-09,No
TXN19819,89097,UPI,Rourkela,iPhone,2026-02-09,No
TXN19820,82270,Credit Card,Mahbubnagar,Android,2025-08-10,No
TXN19821,37813,Debit Card,Bijapur,Laptop,2026-02-02,No
TXN19822,61207,Credit Card,Alappuzha,Laptop,2024-10-30,No
TXN19823,83058,UPI,Eluru,iPhone,2025-05-09,No
TXN19824,81989,UPI,Kumbakonam,iPhone,2025-03-07,No
TXN19825,24287,Credit Card,Bhubaneswar,Android,2026-03-29,No
TXN19826,94066,Net Banking,Mumbai,Android,2025-11-26,No
TXN19827,2866,UPI,Aurangabad,Android,2026-01-28,No
TXN19828,21417,Net Banking,Madurai,Laptop,2025-03-28,No
TXN19829,92600,Net Banking,Dindigul,iPhone,2026-06-03,No
TXN19830,43723,Credit Card,Jamnagar,Laptop,2024-08-25,No
TXN19831,32935,Debit Card,Korba,Laptop,2025-10-03,No
TXN19832,56799,Credit Card,Tumkur,iPhone,2025-06-02,No
TXN19833,19642,Debit Card,Kirari Suleman Nagar,Android,2025-06-29,No
TXN19834,81389,UPI,Proddatur,iPhone,2026-05-18,No
TXN19835,3465,Net Banking,Kota,Laptop,2025-12-16,No
TXN19836,32058,UPI,Jamshedpur,Android,2024-07-04,No
TXN19837,60573,Debit Card,Thane,Android,2024-12-27,No
TXN19838,79237,Credit Card,Tirunelveli,Laptop,2024-08-12,No
TXN19839,79676,Net Banking,Imphal,Laptop,2024-09-11,No
TXN19840,37154,Debit Card,Gandhidham,Laptop,2025-07-16,No
TXN19841,48899,Debit Card,Ujjain,iPhone,2025-02-09,No
TXN19842,20156,Net Banking,Burhanpur,iPhone,2026-01-15,No
TXN19843,97726,Credit Card,Thiruvananthapuram,Laptop,2024-11-23,No
TXN19844,17849,Net Banking,Ghaziabad,iPhone,2025-05-26,No
TXN19845,57880,Credit Card,Satna,iPhone,2025-07-30,No
TXN19846,97501,Credit Card,Raurkela Industrial Township,Android,2026-01-19,No
TXN19847,21462,Debit Card,Ghaziabad,Laptop,2026-04-15,No
TXN19848,81564,Debit Card,Tirupati,iPhone,2025-07-01,No
TXN19849,58044,Credit Card,Durgapur,Laptop,2025-03-08,No
TXN19850,88592,UPI,Burhanpur,Android,2024-10-07,No
TXN19851,46816,UPI,Mysore,Laptop,2025-05-01,No
TXN19852,6910,Net Banking,Bharatpur,Laptop,2024-12-10,No
TXN19853,37599,Debit Card,Coimbatore,Laptop,2025-06-02,No
TXN19854,81462,UPI,Nagaon,iPhone,2025-08-20,No
TXN19855,53479,UPI,Thrissur,Android,2025-06-13,No
TXN19856,83098,Net Banking,Jalna,Android,2026-03-05,No
