ProductID,StoreID,Stock,ReorderLevel,DamagedStock,LostStock
106,S001,333,22,0,10
106,S002,206,66,14,7
106,S003,469,36,2,8
106,S004,353,74,6,1
106,S005,77,24,15,9
106,S006,339,56,0,5
106,S007,434,34,13,3
106,S008,319,43,14,5
106,S009,447,78,11,8
106,S010,427,22,9,3
106,S011,427,29,10,10
106,S012,151,49,10,10
106,S013,485,49,14,8
106,S014,168,74,6,9
106,S015,237,23,6,5
106,S016,162,48,15,0
106,S017,67,55,12,5
106,S018,428,22,11,0
106,S019,227,55,13,1
106,S020,176,33,1,6
106,S021,466,25,14,5
106,S022,335,51,1,0
106,S023,442,22,8,6
106,S024,227,70,14,10
106,S025,485,35,8,1
106,S026,204,46,9,5
106,S027,426,46,13,1
106,S028,234,51,14,0
106,S029,307,31,9,3
106,S030,318,29,12,9
106,S031,216,51,11,3
106,S032,415,43,3,4
106,S033,304,71,8,9
106,S034,132,55,11,0
106,S035,189,79,2,10
106,S036,298,22,11,0
106,S037,175,67,9,1
106,S038,335,54,10,9
106,S039,357,72,10,8
106,S040,155,27,1,9
106,S041,82,60,10,8
106,S042,412,23,9,10
106,S043,436,20,11,2
106,S044,445,51,1,0
106,S045,183,80,0,5
106,S046,341,63,15,3
106,S047,261,71,15,8
106,S048,347,66,14,8
106,S049,303,45,10,10
106,S050,80,36,5,4
107,S001,404,62,6,0
107,S002,125,54,12,2
107,S003,295,22,5,10
107,S004,433,72,7,8
107,S005,53,67,1,6
107,S006,461,28,3,2
107,S007,390,46,3,2
107,S008,496,80,3,0
107,S009,278,24,9,3
107,S010,173,78,3,0
107,S011,377,34,9,2
107,S012,423,74,12,9
107,S013,84,47,10,6
107,S014,326,22,0,1
107,S015,391,71,7,3
107,S016,284,21,9,4
107,S017,407,67,5,0
107,S018,466,64,1,9
107,S019,287,49,4,5
107,S020,156,23,2,9
107,S021,210,40,4,2
107,S022,185,52,13,3
107,S023,447,64,6,9
107,S024,164,26,10,7
107,S025,131,50,13,5
107,S026,323,75,7,4
107,S027,417,68,3,5
107,S028,387,53,10,4
107,S029,246,46,15,4
107,S030,405,47,14,1
107,S031,409,65,10,7
107,S032,317,44,9,1
107,S033,336,62,1,10
107,S034,481,25,9,8
107,S035,363,32,13,4
107,S036,126,43,8,10
107,S037,149,24,9,3
107,S038,139,70,9,9
107,S039,235,78,8,7
107,S040,275,24,0,7
107,S041,345,37,8,9
107,S042,425,38,4,0
107,S043,243,38,11,9
107,S044,231,65,11,9
107,S045,154,20,10,0
107,S046,325,73,5,1
107,S047,437,36,15,2
107,S048,290,73,14,7
107,S049,308,33,4,7
107,S050,50,32,7,9
108,S001,395,42,15,0
108,S002,492,31,2,7
108,S003,441,40,6,5
108,S004,435,59,4,5
108,S005,303,39,14,8
108,S006,425,45,6,0
108,S007,103,74,10,7
108,S008,388,34,8,4
108,S009,438,79,4,4
108,S010,245,77,15,3
108,S011,482,54,9,5
108,S012,267,76,5,6
108,S013,495,49,11,5
108,S014,214,27,5,6
108,S015,224,43,14,1
108,S016,443,39,2,1
108,S017,257,79,9,10
108,S018,88,25,2,9
108,S019,162,69,8,8
108,S020,436,57,3,8
108,S021,204,39,6,8
108,S022,376,72,7,5
108,S023,311,66,8,2
108,S024,357,61,2,5
108,S025,345,46,14,1
108,S026,356,31,7,10
108,S027,56,55,9,2
108,S028,250,74,5,6
108,S029,484,42,3,5
108,S030,195,58,2,8
108,S031,220,60,11,1
108,S032,285,66,11,6
108,S033,93,66,11,8
108,S034,257,22,13,0
108,S035,268,31,9,7
108,S036,121,34,15,2
108,S037,57,24,1,0
108,S038,280,20,3,10
108,S039,64,45,3,7
108,S040,200,58,15,4
108,S041,402,64,11,8
108,S042,341,44,7,0
108,S043,252,36,10,7
108,S044,214,58,10,1
108,S045,254,29,8,6
108,S046,91,48,12,5
108,S047,421,64,4,6
108,S048,304,34,12,3
108,S049,305,30,8,9
108,S050,252,69,9,10
109,S001,411,22,15,4
109,S002,100,66,0,7
109,S003,499,54,9,0
109,S004,203,56,6,3
109,S005,140,37,6,7
109,S006,84,66,0,8
109,S007,323,36,6,8
109,S008,201,65,13,2
109,S009,93,59,6,9
109,S010,58,33,3,4
109,S011,214,38,13,7
109,S012,243,20,10,10
109,S013,492,64,4,6
109,S014,391,27,4,8
109,S015,82,31,8,1
109,S016,179,66,15,1
109,S017,374,78,5,6
109,S018,202,53,8,2
109,S019,255,53,13,7
109,S020,356,36,15,8
109,S021,314,27,15,7
109,S022,294,67,0,4
109,S023,297,32,14,5
109,S024,323,67,0,7
109,S025,183,63,7,1
109,S026,84,31,4,0
109,S027,180,60,12,6
109,S028,446,67,15,4
109,S029,176,56,7,5
109,S030,206,60,7,5
109,S031,322,56,0,6
109,S032,265,77,2,2
109,S033,101,31,3,4
109,S034,376,29,3,5
109,S035,443,31,13,9
109,S036,126,22,15,6
109,S037,319,23,4,2
109,S038,482,34,0,2
109,S039,214,69,4,3
109,S040,387,77,0,2
109,S041,333,76,3,3
109,S042,438,21,1,9
109,S043,498,76,13,10
109,S044,353,37,9,10
109,S045,457,78,12,1
109,S046,183,41,4,6
109,S047,453,39,9,2
109,S048,433,75,12,7
109,S049,345,60,11,0
109,S050,192,29,7,8
110,S001,358,38,11,8
110,S002,453,31,0,2
110,S003,278,21,12,0
110,S004,76,36,11,8
110,S005,410,48,5,3
110,S006,488,58,10,9
110,S007,422,49,8,8
110,S008,131,65,15,7
110,S009,446,25,13,5
110,S010,69,43,10,5
110,S011,294,40,12,4
110,S012,410,56,7,2
110,S013,423,28,0,6
110,S014,275,22,6,3
110,S015,149,29,14,4
110,S016,457,71,12,7
110,S017,222,67,5,5
110,S018,238,40,14,2
110,S019,446,43,0,4
110,S020,161,57,0,2
110,S021,464,37,11,2
110,S022,396,36,6,2
110,S023,171,23,7,10
110,S024,256,66,9,4
110,S025,463,38,8,7
110,S026,454,75,11,3
110,S027,216,78,12,5
110,S028,216,35,13,8
110,S029,485,55,1,7
110,S030,304,25,10,3
110,S031,143,72,15,4
110,S032,353,34,9,10
110,S033,263,51,12,4
110,S034,208,31,3,7
110,S035,363,73,7,5
110,S036,366,68,7,6
110,S037,322,68,5,1
110,S038,384,25,15,6
110,S039,253,59,11,5
110,S040,165,25,0,1
110,S041,98,44,0,10
110,S042,61,30,9,3
110,S043,296,40,5,3
110,S044,225,71,0,9
110,S045,83,79,7,10
110,S046,409,80,5,9
110,S047,217,25,14,10
110,S048,412,31,12,1
110,S049,438,53,9,8
110,S050,445,34,10,4
111,S001,155,51,9,3
111,S002,202,48,13,7
111,S003,120,32,14,3
111,S004,473,39,11,5
111,S005,228,62,5,8
111,S006,369,77,5,8
111,S007,278,21,5,7
111,S008,229,38,3,3
111,S009,358,59,4,9
111,S010,159,44,3,1
111,S011,251,22,2,0
111,S012,358,55,3,8
111,S013,400,39,13,3
111,S014,242,55,8,10
111,S015,93,67,7,0
111,S016,171,48,11,6
111,S017,363,23,10,7
111,S018,130,23,5,6
111,S019,196,51,15,6
111,S020,463,76,5,5
111,S021,190,74,3,7
111,S022,488,30,1,1
111,S023,178,36,8,10
111,S024,392,37,13,8
111,S025,420,36,7,2
111,S026,393,38,8,7
111,S027,167,70,8,0
111,S028,151,74,8,6
111,S029,383,25,10,0
111,S030,146,25,0,7
111,S031,418,56,6,4
111,S032,55,24,8,10
111,S033,337,44,14,9
111,S034,454,51,4,6
111,S035,477,27,8,2
111,S036,77,36,7,5
111,S037,419,33,10,9
111,S038,69,24,1,5
111,S039,235,32,9,8
111,S040,399,33,11,6
111,S041,215,30,0,0
111,S042,104,73,10,3
111,S043,158,50,2,3
111,S044,168,66,10,10
111,S045,416,76,6,6
111,S046,183,58,6,5
111,S047,274,52,15,7
111,S048,439,24,0,9
111,S049,374,46,11,2
111,S050,83,46,6,7
112,S001,333,26,8,6
112,S002,179,52,4,0
112,S003,336,44,11,3
112,S004,120,61,0,4
112,S005,268,32,15,0
112,S006,475,23,12,3
112,S007,148,66,0,0
112,S008,114,49,5,9
112,S009,389,35,6,1
112,S010,261,32,2,7
112,S011,132,77,2,1
112,S012,164,36,2,4
112,S013,194,53,1,10
112,S014,416,70,5,7
112,S015,132,25,5,10
112,S016,316,51,3,8
112,S017,324,71,5,4
112,S018,273,66,14,1
112,S019,290,20,15,7
112,S020,265,68,13,5
112,S021,290,33,9,5
112,S022,99,70,15,6
112,S023,345,51,2,6
112,S024,132,68,3,2
112,S025,203,65,4,6
112,S026,393,51,2,1
112,S027,113,22,14,2
112,S028,279,46,3,10
112,S029,336,45,8,5
112,S030,223,59,0,10
112,S031,372,32,5,7
112,S032,169,29,0,10
112,S033,90,56,10,8
112,S034,367,61,7,7
112,S035,89,61,14,9
112,S036,398,38,2,10
112,S037,411,62,7,1
112,S038,105,67,7,3
112,S039,429,59,3,6
112,S040,372,43,8,5
112,S041,426,39,4,6
112,S042,282,36,8,8
112,S043,420,30,7,7
112,S044,168,60,8,4
112,S045,426,23,7,6
112,S046,425,78,7,9
112,S047,373,39,9,5
112,S048,126,56,6,10
112,S049,466,61,7,0
112,S050,331,59,7,2
113,S001,136,50,4,4
113,S002,390,50,12,3
113,S003,201,40,3,5
113,S004,106,71,6,2
113,S005,93,68,2,10
113,S006,92,70,11,0
113,S007,195,62,11,2
113,S008,246,46,12,9
113,S009,477,45,0,5
113,S010,192,61,15,10
113,S011,395,42,11,1
113,S012,314,53,5,10
113,S013,185,22,9,1
113,S014,230,43,9,8
113,S015,194,43,6,0
113,S016,123,40,11,6
113,S017,450,67,10,9
113,S018,371,55,2,4
113,S019,412,30,4,7
113,S020,306,24,1,1
113,S021,357,70,10,8
113,S022,290,33,15,9
113,S023,409,50,3,2
113,S024,276,20,14,8
113,S025,291,49,4,6
113,S026,463,68,7,0
113,S027,355,46,12,8
113,S028,240,27,10,9
113,S029,87,53,11,9
113,S030,362,20,11,8
113,S031,323,51,1,7
113,S032,429,48,4,6
113,S033,480,62,14,7
113,S034,275,43,12,10
113,S035,145,80,0,9
113,S036,85,25,4,5
113,S037,492,34,12,2
113,S038,486,27,15,10
113,S039,434,59,1,10
113,S040,367,75,0,5
113,S041,244,32,13,4
113,S042,171,66,1,6
113,S043,463,54,8,6
113,S044,298,49,5,1
113,S045,304,31,12,8
113,S046,345,31,2,6
113,S047,463,45,10,7
113,S048,281,50,7,0
113,S049,289,29,8,5
113,S050,318,28,10,4
114,S001,148,22,4,5
114,S002,313,46,15,6
114,S003,245,70,7,6
114,S004,462,58,4,0
114,S005,355,36,0,2
114,S006,227,70,2,4
114,S007,307,31,2,8
114,S008,222,51,7,10
114,S009,492,80,2,10
114,S010,349,69,9,3
114,S011,445,50,12,4
114,S012,373,63,15,5
114,S013,94,72,7,0
114,S014,406,75,10,0
114,S015,481,70,8,6
114,S016,70,54,5,4
114,S017,212,43,5,3
114,S018,175,26,3,1
114,S019,323,28,15,2
114,S020,56,65,3,10
114,S021,65,63,5,6
114,S022,203,38,15,3
114,S023,101,48,4,0
114,S024,243,58,6,2
114,S025,287,76,0,1
114,S026,157,39,2,1
114,S027,235,22,1,9
114,S028,417,34,0,8
114,S029,385,54,11,1
114,S030,170,30,5,7
114,S031,454,23,0,9
114,S032,91,77,10,0
114,S033,394,54,15,5
114,S034,90,38,14,10
114,S035,51,39,7,1
114,S036,223,66,2,7
114,S037,485,49,0,2
114,S038,401,60,4,3
114,S039,314,29,13,7
114,S040,287,65,10,3
114,S041,391,78,8,7
114,S042,56,62,9,8
114,S043,296,61,2,1
114,S044,69,56,10,7
114,S045,63,72,4,1
114,S046,228,35,6,3
114,S047,485,47,3,6
114,S048,401,42,15,7
114,S049,330,63,8,4
114,S050,402,24,9,9
115,S001,92,26,0,2
115,S002,329,50,4,0
115,S003,220,28,12,8
115,S004,214,24,2,1
115,S005,371,78,14,1
115,S006,137,34,5,6
115,S007,192,23,1,0
115,S008,432,52,11,5
115,S009,260,77,6,10
115,S010,499,62,10,3
115,S011,406,57,8,8
115,S012,96,76,1,2
115,S013,322,42,4,1
115,S014,183,63,7,0
115,S015,397,75,3,0
115,S016,273,57,14,9
115,S017,207,52,13,2
115,S018,52,75,15,0
115,S019,323,47,3,2
115,S020,382,78,6,8
115,S021,181,79,14,7
115,S022,359,61,15,7
115,S023,204,68,9,4
115,S024,423,79,14,3
115,S025,190,69,3,5
115,S026,225,39,1,10
115,S027,129,69,12,2
115,S028,153,63,14,9
115,S029,445,66,12,6
115,S030,336,68,7,3
115,S031,255,51,2,4
115,S032,188,40,12,6
115,S033,78,65,10,6
115,S034,323,62,14,7
115,S035,277,49,3,1
115,S036,52,34,0,1
115,S037,415,28,2,10
115,S038,180,55,5,2
115,S039,307,62,1,4
115,S040,347,28,7,8
115,S041,53,35,0,1
115,S042,187,26,8,1
115,S043,374,62,14,8
115,S044,367,46,15,4
115,S045,477,25,8,5
115,S046,140,74,15,10
115,S047,108,46,4,6
115,S048,493,20,9,1
115,S049,102,27,4,9
115,S050,138,48,4,5
116,S001,277,21,12,2
116,S002,256,61,9,6
116,S003,196,61,0,1
116,S004,399,42,13,2
116,S005,243,52,9,10
116,S006,155,70,9,9
116,S007,369,60,10,8
116,S008,201,38,6,7
116,S009,172,79,10,9
116,S010,455,58,4,7
116,S011,282,21,2,5
116,S012,410,37,4,10
116,S013,195,27,5,9
116,S014,179,75,5,8
116,S015,428,34,0,0
116,S016,307,70,1,3
116,S017,273,22,6,6
116,S018,330,44,0,3
116,S019,251,55,3,3
116,S020,353,28,2,10
116,S021,153,57,1,9
116,S022,230,44,1,5
116,S023,233,61,13,8
116,S024,153,30,12,5
116,S025,201,25,7,2
116,S026,470,67,0,1
116,S027,265,76,4,6
116,S028,266,52,14,3
116,S029,458,35,8,4
116,S030,393,74,15,6
116,S031,188,65,6,3
116,S032,219,48,6,0
116,S033,97,80,9,6
116,S034,435,55,1,0
116,S035,406,39,6,2
116,S036,417,23,7,1
116,S037,281,44,10,6
116,S038,166,25,13,6
116,S039,463,76,14,9
116,S040,157,63,1,8
116,S041,63,69,0,5
116,S042,458,50,5,0
116,S043,285,27,8,10
116,S044,154,30,8,10
116,S045,478,74,5,4
116,S046,335,39,9,7
116,S047,131,69,3,8
116,S048,235,42,15,0
116,S049,309,58,8,2
116,S050,183,36,11,6
117,S001,484,62,9,9
117,S002,186,29,10,8
117,S003,361,50,12,3
117,S004,494,27,11,6
117,S005,251,21,4,9
117,S006,304,30,11,7
117,S007,473,75,14,10
117,S008,189,42,7,3
117,S009,283,71,11,10
117,S010,142,60,12,3
117,S011,289,70,12,0
117,S012,131,51,1,0
117,S013,180,50,11,7
117,S014,233,24,11,7
117,S015,360,20,8,2
117,S016,288,32,12,2
117,S017,74,46,0,10
117,S018,78,78,14,9
117,S019,348,67,11,7
117,S020,456,32,14,2
117,S021,249,30,6,1
117,S022,284,38,2,2
117,S023,325,28,14,6
117,S024,122,20,7,1
117,S025,187,64,11,1
117,S026,479,72,4,4
117,S027,425,48,10,2
117,S028,370,35,6,10
117,S029,249,54,6,8
117,S030,413,58,11,2
117,S031,80,36,0,7
117,S032,52,21,13,10
117,S033,338,79,10,4
117,S034,463,72,7,1
117,S035,256,37,13,9
117,S036,171,58,12,2
117,S037,125,59,10,7
117,S038,326,72,5,1
117,S039,420,20,10,4
117,S040,160,77,10,7
117,S041,331,24,0,5
117,S042,419,77,3,7
117,S043,329,55,15,9
117,S044,153,75,4,9
117,S045,174,37,8,1
117,S046,359,79,11,3
117,S047,492,20,4,3
117,S048,317,79,3,9
117,S049,152,44,15,9
117,S050,416,60,12,6
118,S001,181,40,2,2
118,S002,89,49,12,2
118,S003,299,42,12,0
118,S004,458,39,4,10
118,S005,423,30,4,10
118,S006,366,79,1,4
118,S007,350,32,15,10
118,S008,299,21,9,3
118,S009,149,23,10,9
118,S010,230,59,12,9
118,S011,100,42,8,3
118,S012,208,51,8,6
118,S013,342,64,7,1
118,S014,395,67,8,10
118,S015,350,33,6,2
118,S016,314,51,15,10
118,S017,454,62,8,2
118,S018,80,48,1,8
118,S019,221,62,15,1
118,S020,117,23,12,2
118,S021,128,30,1,6
118,S022,434,66,4,1
118,S023,281,50,11,10
118,S024,489,39,5,8
118,S025,381,21,8,9
118,S026,226,76,5,0
118,S027,238,62,0,5
118,S028,406,22,9,5
118,S029,214,66,12,10
118,S030,400,39,12,6
118,S031,263,53,11,6
118,S032,460,67,11,7
118,S033,136,77,8,3
118,S034,144,71,11,5
118,S035,324,45,12,1
118,S036,395,73,12,2
118,S037,269,54,0,5
118,S038,336,79,0,0
118,S039,227,30,9,1
118,S040,285,40,1,0
118,S041,309,67,9,0
118,S042,241,22,7,10
118,S043,284,74,6,9
118,S044,266,69,1,8
118,S045,96,50,5,10
118,S046,100,21,9,6
118,S047,106,77,12,6
118,S048,223,25,12,5
118,S049,285,54,1,4
118,S050,81,27,6,0
119,S001,79,58,6,3
119,S002,339,69,10,1
119,S003,275,41,12,4
119,S004,97,74,10,2
119,S005,465,50,11,8
119,S006,145,33,2,1
119,S007,287,43,10,4
119,S008,343,59,9,8
119,S009,463,74,4,8
119,S010,439,41,13,3
119,S011,409,36,15,4
119,S012,405,21,4,4
119,S013,488,20,3,1
119,S014,76,75,7,1
119,S015,265,67,14,5
119,S016,417,68,7,7
119,S017,344,74,7,7
119,S018,122,46,10,0
119,S019,235,33,5,5
119,S020,412,33,3,0
119,S021,199,51,2,10
119,S022,340,45,11,10
119,S023,345,25,6,9
119,S024,282,42,13,7
119,S025,119,65,6,4
119,S026,449,23,5,2
119,S027,55,47,9,0
119,S028,402,55,15,0
119,S029,55,58,7,8
119,S030,482,25,10,9
119,S031,55,57,9,3
119,S032,271,59,2,7
119,S033,82,32,3,10
119,S034,98,33,3,6
119,S035,78,71,3,1
119,S036,435,38,12,7
119,S037,313,49,11,2
119,S038,456,26,5,4
119,S039,191,42,6,6
119,S040,275,22,4,9
119,S041,325,75,7,1
119,S042,402,36,14,6
119,S043,414,44,13,3
119,S044,165,23,11,3
119,S045,246,25,3,0
119,S046,445,54,14,5
119,S047,142,68,7,6
119,S048,382,50,9,0
119,S049,452,48,3,8
119,S050,247,44,2,9
120,S001,448,48,9,1
120,S002,467,21,4,0
120,S003,60,47,12,1
120,S004,128,58,4,6
120,S005,338,30,1,10
120,S006,233,74,15,6
120,S007,456,51,2,5
120,S008,289,75,0,3
120,S009,460,53,6,3
120,S010,373,42,5,0
120,S011,340,55,4,1
120,S012,390,72,14,4
120,S013,473,76,1,5
120,S014,65,72,2,10
120,S015,83,64,2,7
120,S016,374,77,2,1
120,S017,313,21,8,2
120,S018,382,79,3,0
120,S019,109,67,11,4
120,S020,321,70,13,8
120,S021,109,51,3,7
120,S022,461,29,4,0
120,S023,307,48,0,3
120,S024,242,78,10,10
120,S025,124,25,5,0
120,S026,334,69,12,4
120,S027,480,71,6,10
120,S028,383,24,9,5
120,S029,432,68,9,7
120,S030,115,59,0,6
120,S031,130,48,9,7
120,S032,443,71,12,5
120,S033,329,69,4,4
120,S034,186,64,9,9
120,S035,325,59,11,6
120,S036,328,41,10,2
120,S037,241,51,13,0
120,S038,439,35,13,9
120,S039,247,55,5,6
120,S040,250,73,7,2
120,S041,213,57,11,6
120,S042,309,67,7,4
120,S043,459,45,1,2
120,S044,312,58,0,7
120,S045,125,66,3,1
120,S046,96,79,14,5
120,S047,214,62,7,10
120,S048,450,59,9,7
120,S049,419,70,12,3
120,S050,470,76,9,1
121,S001,279,50,5,5
121,S002,374,42,14,2
121,S003,477,30,5,8
121,S004,62,50,0,4
121,S005,434,37,0,7
121,S006,450,37,7,8
121,S007,252,48,5,5
121,S008,312,28,6,9
121,S009,399,35,6,8
121,S010,167,73,2,9
121,S011,164,32,15,5
121,S012,382,49,13,10
121,S013,280,58,4,3
121,S014,105,73,12,7
121,S015,123,29,6,9
121,S016,174,50,6,9
121,S017,422,70,8,4
121,S018,244,69,13,2
121,S019,491,34,8,3
121,S020,472,50,7,4
121,S021,450,63,3,7
121,S022,349,67,4,0
121,S023,286,40,12,2
121,S024,365,57,0,4
121,S025,210,45,1,6
121,S026,133,74,9,10
121,S027,90,76,15,5
121,S028,290,24,5,5
121,S029,220,38,13,1
121,S030,67,31,13,4
121,S031,205,61,1,0
121,S032,485,31,13,0
121,S033,365,55,6,5
121,S034,420,59,4,6
121,S035,340,36,13,6
121,S036,83,75,1,2
121,S037,369,23,8,8
121,S038,128,36,10,5
121,S039,159,38,3,10
121,S040,232,60,12,7
121,S041,50,68,0,3
121,S042,187,51,9,4
121,S043,293,74,0,1
121,S044,112,34,8,8
121,S045,432,71,7,1
121,S046,247,68,1,5
121,S047,175,47,14,10
121,S048,481,78,8,5
121,S049,471,33,7,8
121,S050,66,63,15,4
122,S001,223,46,0,1
122,S002,259,22,10,7
122,S003,156,59,13,4
122,S004,165,46,12,5
122,S005,337,36,12,9
122,S006,438,45,11,2
122,S007,141,41,12,0
122,S008,356,72,12,8
122,S009,227,35,10,1
122,S010,347,63,15,5
122,S011,414,71,4,8
122,S012,79,71,2,6
122,S013,126,36,6,8
122,S014,241,31,15,2
122,S015,223,29,7,2
122,S016,391,22,3,4
122,S017,377,80,14,3
122,S018,465,34,15,6
122,S019,143,27,13,7
122,S020,427,72,13,8
122,S021,484,27,5,1
122,S022,338,41,10,7
122,S023,192,29,2,7
122,S024,124,53,14,8
122,S025,314,70,14,0
122,S026,197,46,0,9
122,S027,330,24,4,7
122,S028,67,69,15,9
122,S029,173,64,14,8
122,S030,190,67,6,7
122,S031,155,40,3,7
122,S032,310,67,6,6
122,S033,220,52,8,9
122,S034,482,64,11,4
122,S035,177,39,14,10
122,S036,250,69,0,3
122,S037,177,33,14,0
122,S038,403,79,2,9
122,S039,73,73,15,8
122,S040,304,32,4,8
122,S041,129,46,6,5
122,S042,71,36,5,8
122,S043,261,53,1,0
122,S044,399,63,5,9
122,S045,366,52,4,1
122,S046,55,25,13,10
122,S047,141,40,14,5
122,S048,59,45,9,3
122,S049,121,69,4,8
122,S050,313,46,9,1
123,S001,128,68,0,10
123,S002,53,65,8,5
123,S003,281,52,11,4
123,S004,343,21,9,9
123,S005,155,52,5,9
123,S006,342,32,2,1
123,S007,314,24,7,4
123,S008,252,27,0,8
123,S009,491,48,13,1
123,S010,363,45,7,7
123,S011,325,42,5,8
123,S012,480,61,7,3
123,S013,144,68,5,0
123,S014,309,42,11,8
123,S015,375,58,7,4
123,S016,140,56,6,0
123,S017,233,46,9,4
123,S018,209,62,7,5
123,S019,336,45,14,3
123,S020,180,54,1,7
123,S021,449,46,2,6
123,S022,244,36,0,6
123,S023,123,23,13,4
123,S024,141,74,9,2
123,S025,485,48,2,7
123,S026,262,39,5,3
123,S027,451,53,14,10
123,S028,297,53,11,0
123,S029,108,25,2,4
123,S030,73,56,1,3
123,S031,139,66,8,3
123,S032,137,36,13,3
123,S033,146,59,10,0
123,S034,316,61,2,6
123,S035,223,72,3,0
123,S036,419,39,14,5
123,S037,321,78,9,8
123,S038,92,27,0,0
123,S039,184,42,4,10
123,S040,193,35,1,1
123,S041,226,80,11,9
123,S042,471,21,14,10
123,S043,259,60,8,9
123,S044,77,58,5,3
123,S045,82,76,13,10
123,S046,279,46,10,2
123,S047,259,76,12,3
123,S048,417,78,14,7
123,S049,274,30,6,4
123,S050,52,75,3,4
124,S001,254,46,12,4
124,S002,226,79,1,1
124,S003,58,70,7,6
124,S004,67,57,3,7
124,S005,233,63,11,6
124,S006,203,48,9,3
124,S007,425,70,1,4
124,S008,154,34,8,8
124,S009,78,67,14,10
124,S010,457,73,15,8
124,S011,418,72,6,4
124,S012,495,79,13,2
124,S013,463,74,5,2
124,S014,115,64,14,8
124,S015,421,44,6,7
124,S016,328,24,10,7
124,S017,218,51,5,3
124,S018,438,55,5,9
124,S019,86,78,7,5
124,S020,208,23,10,0
124,S021,406,80,15,0
124,S022,205,47,11,3
124,S023,339,78,8,10
124,S024,53,20,6,7
124,S025,144,42,7,6
124,S026,497,68,5,8
124,S027,212,40,15,4
124,S028,118,39,7,3
124,S029,309,73,5,10
124,S030,481,39,11,1
124,S031,70,39,3,5
124,S032,72,28,1,6
124,S033,88,53,13,8
124,S034,125,57,13,7
124,S035,271,33,8,10
124,S036,401,46,5,2
124,S037,405,36,14,6
124,S038,155,34,13,3
124,S039,343,65,13,2
124,S040,80,51,2,5
124,S041,57,42,3,5
124,S042,56,36,6,2
124,S043,192,62,8,5
124,S044,303,79,12,10
124,S045,200,28,1,10
124,S046,320,37,4,2
124,S047,476,49,9,5
124,S048,161,22,5,9
124,S049,225,62,6,3
124,S050,273,37,3,10
125,S001,212,35,0,4
125,S002,329,61,10,9
125,S003,434,42,7,6
125,S004,162,41,15,2
125,S005,371,69,6,7
125,S006,82,37,13,7
125,S007,365,30,9,5
125,S008,270,45,11,0
125,S009,456,26,15,5
125,S010,62,75,8,4
125,S011,57,39,9,7
125,S012,362,44,12,2
125,S013,51,68,3,9
125,S014,236,31,12,1
125,S015,348,33,14,3
125,S016,235,36,6,1
125,S017,483,51,12,1
125,S018,378,78,0,5
125,S019,306,52,4,7
125,S020,237,30,3,5
125,S021,127,64,15,1
125,S022,164,28,10,9
125,S023,175,49,4,3
125,S024,66,24,8,6
125,S025,225,59,15,5
125,S026,456,38,10,5
125,S027,376,39,3,6
125,S028,444,63,5,10
125,S029,159,51,6,5
125,S030,308,40,9,8
125,S031,252,67,4,2
125,S032,201,60,8,1
125,S033,163,77,4,9
125,S034,467,60,5,8
125,S035,291,44,11,0
125,S036,452,24,5,6
125,S037,434,72,11,10
125,S038,273,56,13,7
125,S039,396,74,13,2
125,S040,213,74,6,9
125,S041,360,49,12,5
125,S042,293,54,10,8
125,S043,207,26,7,1
125,S044,455,63,3,10
125,S045,259,46,12,2
125,S046,262,53,9,3
125,S047,195,33,14,6
125,S048,378,64,4,0
125,S049,239,57,15,6
125,S050,261,20,0,9
126,S001,174,60,2,4
126,S002,81,35,10,4
126,S003,459,40,15,2
126,S004,201,76,2,2
126,S005,200,43,9,7
126,S006,269,30,6,4
126,S007,91,73,11,9
126,S008,364,22,7,8
126,S009,173,57,10,6
126,S010,291,66,9,4
126,S011,411,74,9,0
126,S012,131,33,14,1
126,S013,147,59,15,8
126,S014,314,53,4,1
126,S015,118,53,6,0
126,S016,410,78,5,3
126,S017,286,66,13,7
126,S018,243,28,15,8
126,S019,424,31,2,10
126,S020,225,79,14,6
126,S021,88,60,15,7
126,S022,263,75,6,4
126,S023,416,80,12,1
126,S024,226,27,9,7
126,S025,353,21,3,8
126,S026,278,72,15,1
126,S027,129,69,5,10
126,S028,149,75,4,6
126,S029,81,30,12,6
126,S030,253,69,15,10
126,S031,405,65,4,6
126,S032,345,25,8,1
126,S033,343,58,6,4
126,S034,99,30,10,5
126,S035,237,26,10,1
126,S036,183,73,12,5
126,S037,281,66,14,8
126,S038,80,36,7,10
126,S039,283,36,2,2
126,S040,449,28,14,10
126,S041,283,26,4,7
126,S042,463,45,8,7
126,S043,236,48,11,4
126,S044,319,41,13,6
126,S045,163,40,10,6
126,S046,487,48,1,9
126,S047,350,37,6,9
126,S048,303,24,8,3
126,S049,131,45,14,3
126,S050,261,54,7,10
127,S001,147,27,11,4
127,S002,374,79,10,4
127,S003,68,21,4,6
127,S004,170,33,3,0
127,S005,119,23,8,0
127,S006,260,65,14,7
127,S007,284,60,8,5
127,S008,286,78,1,8
127,S009,63,39,10,1
127,S010,281,74,10,8
127,S011,487,29,3,2
127,S012,363,43,6,2
127,S013,115,44,14,0
127,S014,328,63,14,9
127,S015,233,45,8,10
127,S016,54,29,13,3
127,S017,160,57,4,8
127,S018,377,47,2,6
127,S019,133,48,9,5
127,S020,159,72,1,9
127,S021,246,42,0,6
127,S022,433,47,2,7
127,S023,272,39,0,7
127,S024,153,63,10,7
