ReviewID,CustomerID,Rating,Review,Sentiment,FakeReview
REV07801,8152,2,Totam et nam pariatur repellat aperiam.,Negative,No
REV07802,2493,3,Sit voluptatibus cupiditate quidem eligendi mollitia assumenda.,Negative,No
REV07803,3212,2,Sed porro illum voluptatibus voluptates quos consequatur mollitia.,Neutral,No
REV07804,2086,5,Sequi temporibus vel aliquid itaque.,Neutral,No
REV07805,2352,1,Sed consectetur autem inventore quidem sunt in fugit.,Positive,No
REV07806,9962,5,Officia dolores laudantium recusandae dignissimos sequi earum.,Positive,No
REV07807,1262,2,Odit ipsa sapiente provident illum libero porro.,Positive,No
REV07808,4443,2,Natus autem quidem numquam praesentium aliquid.,Negative,No
REV07809,7100,1,Fugiat ratione magni.,Positive,No
REV07810,7548,2,Omnis atque et eveniet.,Negative,No
REV07811,5991,1,Labore fuga dicta eos facilis.,Neutral,No
REV07812,1838,5,Similique ipsum qui quisquam excepturi voluptatum.,Negative,No
REV07813,7783,5,Dolore corporis tempora natus tenetur libero.,Positive,No
REV07814,2759,5,Nisi eaque iste iusto porro voluptas.,Neutral,No
REV07815,2654,3,Dolores magni facere.,Positive,No
REV07816,8118,5,Libero modi fuga quae nam nihil architecto natus.,Positive,No
REV07817,7393,2,Nulla laudantium iusto maxime.,Positive,No
REV07818,367,3,Nihil ipsum omnis.,Positive,No
REV07819,9616,4,Accusamus ipsam eaque pariatur ratione.,Neutral,No
REV07820,9851,2,Autem a cumque doloremque delectus nesciunt.,Neutral,No
REV07821,1432,2,Eius adipisci quia fugiat sapiente ullam provident.,Neutral,No
REV07822,5160,5,Ipsa error provident minus unde.,Positive,No
REV07823,844,1,Veniam voluptates excepturi optio occaecati ab.,Positive,No
REV07824,2074,3,Veritatis perspiciatis veritatis tempore perferendis nobis temporibus.,Neutral,No
REV07825,5039,4,Ab optio consectetur deleniti.,Neutral,No
REV07826,591,4,Est blanditiis veniam quas laborum recusandae vitae.,Negative,No
REV07827,8175,1,Placeat repellendus laudantium aliquam fugiat.,Neutral,No
REV07828,4171,5,Itaque mollitia quidem.,Negative,No
REV07829,8838,2,Ad porro fugit voluptatem.,Neutral,No
REV07830,8064,4,Alias nulla culpa deleniti sint laboriosam quae.,Positive,No
REV07831,9191,5,Rem eaque rerum.,Negative,No
REV07832,5231,5,Exercitationem modi nam dolorem qui ipsum quidem.,Negative,No
REV07833,8762,3,Reprehenderit fugit dolorum quos veniam quasi.,Negative,No
REV07834,343,4,Possimus quod neque repellendus nostrum ipsam maiores.,Negative,No
REV07835,8159,4,Delectus voluptatum corporis dolor occaecati quod voluptatibus voluptatem.,Positive,No
REV07836,5760,4,Illum quod sunt quam perspiciatis a reprehenderit.,Neutral,No
REV07837,2521,5,Recusandae perspiciatis quia id autem unde ipsam autem.,Positive,No
REV07838,3278,4,Dolore odit maiores pariatur laborum fugiat.,Neutral,No
REV07839,5369,4,Illum occaecati voluptatum distinctio dolorem accusamus nostrum mollitia.,Neutral,No
REV07840,6289,4,Doloremque voluptatum alias labore laudantium doloremque.,Positive,No
REV07841,7585,4,Iusto qui quaerat enim ab quibusdam laudantium tenetur.,Negative,No
REV07842,9888,2,Quod vitae assumenda non odit molestiae molestiae.,Negative,No
REV07843,9164,2,Placeat ullam dolore nulla ex minus temporibus culpa.,Negative,No
REV07844,8445,5,Reiciendis architecto exercitationem repellat voluptatibus mollitia dolorem.,Negative,No
REV07845,4623,4,Debitis harum ipsam in odio asperiores quae repellendus.,Positive,No
REV07846,1591,2,Quis saepe nam doloremque.,Negative,No
REV07847,6576,2,Nostrum maxime tempore sapiente culpa.,Positive,No
REV07848,9536,2,Distinctio cupiditate possimus in dolore.,Negative,No
REV07849,6453,2,Incidunt ratione dolore animi nulla at incidunt.,Negative,No
REV07850,9052,3,Id repellendus temporibus quam.,Neutral,No
REV07851,1295,1,Alias sapiente eum nam nihil.,Neutral,No
REV07852,5836,3,Sapiente aliquid soluta repellat incidunt.,Positive,No
REV07853,564,2,In maiores ipsum.,Negative,No
REV07854,386,3,Reprehenderit aliquam facilis laborum itaque perferendis doloremque.,Negative,No
REV07855,5800,3,Architecto fugit modi quaerat optio.,Neutral,No
REV07856,6495,5,Laudantium nostrum voluptate veritatis eligendi.,Neutral,No
REV07857,802,3,Sit in vero quam.,Neutral,No
REV07858,1899,4,Illum non mollitia.,Negative,No
REV07859,2302,5,Distinctio nostrum error reiciendis.,Negative,No
REV07860,4760,1,Possimus ipsum recusandae reiciendis maiores.,Negative,No
REV07861,9734,2,Nemo fugiat itaque fugiat.,Negative,No
REV07862,7930,1,Ipsum consectetur accusantium nihil error qui.,Neutral,No
REV07863,3758,3,Dolor porro laborum animi.,Neutral,No
REV07864,2697,5,Ullam minima eum nam delectus.,Negative,No
REV07865,8254,5,Doloribus voluptas veniam.,Neutral,No
REV07866,4268,2,Error tempora unde illo corporis dolorum quidem.,Negative,No
REV07867,2355,2,Repudiandae dolor excepturi animi illo inventore a.,Negative,No
REV07868,4731,1,Similique explicabo cupiditate.,Positive,No
REV07869,6249,5,Mollitia dicta occaecati.,Positive,No
REV07870,6316,4,Possimus aperiam facilis quisquam.,Neutral,No
REV07871,2801,5,In quisquam necessitatibus quisquam.,Neutral,No
REV07872,7574,1,Vitae quos dolores tempora.,Neutral,No
REV07873,3398,4,Quos occaecati porro ut quam.,Positive,No
REV07874,2412,4,Quas neque temporibus laboriosam eaque hic dignissimos modi.,Positive,No
REV07875,1752,4,Quaerat sint ratione nam ullam error excepturi consequuntur.,Negative,No
REV07876,1618,2,Quos doloremque tenetur voluptatum modi cupiditate.,Positive,No
REV07877,2854,4,Itaque ea aut quod.,Neutral,No
REV07878,5666,2,Rerum et enim tenetur incidunt corporis.,Negative,No
REV07879,9893,4,Alias vero ipsum numquam eveniet vero aliquam omnis.,Negative,No
REV07880,3008,3,Tempora id occaecati.,Neutral,No
REV07881,8610,1,Magnam architecto dolorum optio assumenda consequatur molestias.,Negative,No
REV07882,8246,4,Quam unde illo fugit veritatis soluta.,Positive,No
REV07883,8906,1,Natus voluptatem neque.,Positive,No
REV07884,6413,5,In similique reiciendis sapiente praesentium cumque repellendus.,Positive,No
REV07885,439,3,Eligendi nostrum necessitatibus quasi maxime.,Negative,No
REV07886,7008,1,Hic quidem architecto eveniet eligendi iure quis.,Neutral,No
REV07887,6677,5,Fugiat cupiditate dolorem dolorem.,Neutral,No
REV07888,1155,1,Ratione quam impedit debitis.,Positive,No
REV07889,9404,2,Dolorem eum tempore possimus.,Positive,Yes
REV07890,6667,5,Quos itaque veritatis odio iusto nihil et.,Negative,No
REV07891,163,2,Dolorem nostrum qui ab vitae.,Positive,No
REV07892,4833,4,Occaecati perferendis officiis vel.,Negative,No
REV07893,4705,5,Minus beatae itaque sequi non animi id.,Negative,No
REV07894,861,5,Laborum non sunt amet consequatur.,Negative,No
REV07895,5579,4,Voluptate id aliquam quaerat.,Positive,No
REV07896,4897,4,Quisquam maiores quos officia ullam quaerat.,Neutral,No
REV07897,928,1,Dolore magnam velit possimus.,Neutral,No
REV07898,7085,1,Aliquid iusto accusantium facere reprehenderit.,Positive,No
REV07899,6024,4,Deserunt ducimus iure dolor.,Negative,No
REV07900,6904,1,Quidem ducimus quisquam amet aspernatur ex nemo.,Negative,No
REV07901,2012,1,Odit pariatur culpa nisi facilis.,Negative,No
REV07902,2609,2,Provident iure quos unde amet modi.,Positive,No
REV07903,4359,4,Iusto dolor sapiente fugiat eius minus.,Neutral,No
REV07904,2005,2,Rem rerum consectetur deserunt mollitia ut libero.,Negative,No
REV07905,6531,2,Numquam amet itaque.,Positive,No
REV07906,4798,2,Deleniti assumenda pariatur maiores quae beatae excepturi.,Positive,No
REV07907,4341,4,Ratione corrupti iste dolor.,Negative,No
REV07908,6426,2,Libero nostrum enim ut.,Neutral,No
REV07909,4098,2,Incidunt rerum beatae eaque.,Negative,No
REV07910,8545,3,Consectetur tempore sint occaecati quaerat.,Negative,No
REV07911,2065,5,Dolores dolore odit unde debitis officiis tenetur temporibus.,Positive,No
REV07912,8769,5,Pariatur aperiam sunt consequuntur.,Neutral,No
REV07913,7418,4,Aperiam ipsum assumenda fuga dolore quia quidem.,Neutral,No
REV07914,6982,2,Dolor ipsam sit est est officia asperiores.,Neutral,No
REV07915,6098,1,Assumenda minus corporis in saepe nesciunt dolores.,Neutral,No
REV07916,6226,2,Quam quo in consequatur rem veniam.,Positive,No
REV07917,8322,1,Minus eius error.,Neutral,No
REV07918,5001,3,Repudiandae excepturi expedita placeat corrupti in.,Positive,No
REV07919,8137,1,Ex illum corporis omnis.,Neutral,No
REV07920,8828,5,Accusamus molestiae adipisci dignissimos.,Positive,No
REV07921,5141,5,Soluta consectetur quam cumque excepturi eos.,Neutral,No
REV07922,2508,1,Ea nulla rem earum.,Positive,No
REV07923,9949,2,Assumenda doloremque perferendis alias assumenda sunt.,Negative,No
REV07924,1350,2,Earum fugiat temporibus.,Negative,No
REV07925,7165,3,Fugiat sequi expedita libero.,Negative,No
REV07926,6369,5,Porro totam nesciunt cupiditate odio.,Positive,No
REV07927,7134,3,Assumenda facilis eaque nemo tenetur asperiores odio placeat.,Neutral,No
REV07928,2534,2,Tempore consectetur soluta iure corrupti.,Positive,No
REV07929,1605,3,Porro magni mollitia soluta occaecati.,Negative,No
REV07930,748,2,Facilis deserunt quaerat esse.,Negative,No
REV07931,2073,2,Nihil laudantium nemo earum.,Negative,No
REV07932,1145,1,Natus inventore mollitia doloribus deleniti.,Positive,No
REV07933,3558,2,Nostrum optio praesentium adipisci ipsam.,Neutral,No
REV07934,843,3,Nihil accusamus necessitatibus accusantium tempore.,Neutral,No
REV07935,8463,4,Quia nobis beatae at.,Positive,No
REV07936,7715,3,Nulla ab animi ducimus.,Negative,No
REV07937,7161,3,Amet quo veritatis nihil laboriosam.,Neutral,No
REV07938,5614,5,Dicta nesciunt rerum eum magni occaecati molestiae.,Negative,No
REV07939,212,3,Excepturi debitis necessitatibus officia.,Neutral,No
REV07940,8832,1,Hic explicabo consectetur ea officiis.,Positive,No
REV07941,2682,2,Delectus quia delectus rem.,Neutral,No
REV07942,7068,1,Eveniet eligendi sunt ratione minus.,Negative,No
REV07943,342,2,Alias corrupti voluptatem animi ea praesentium incidunt.,Neutral,No
REV07944,570,2,Et minus accusamus.,Negative,No
REV07945,2136,2,Sit sunt nesciunt optio.,Neutral,No
REV07946,1433,1,Laborum illo quidem mollitia.,Negative,No
REV07947,1162,1,Aut aspernatur omnis rem placeat ipsa corporis ex.,Positive,No
REV07948,7419,4,Corrupti quod recusandae cum voluptas optio temporibus repudiandae.,Neutral,No
REV07949,2543,3,Totam doloremque voluptates quas ratione sapiente illo.,Neutral,No
REV07950,6532,1,Molestias doloremque natus corporis iure.,Negative,No
REV07951,342,5,Consequatur ipsam provident laudantium possimus placeat.,Negative,No
REV07952,4806,3,Molestiae numquam fugiat distinctio.,Negative,No
REV07953,4701,1,Eligendi accusamus labore qui.,Negative,No
REV07954,7715,5,Consequuntur dolorem at accusamus qui assumenda fugit magnam.,Positive,No
REV07955,7072,1,Ab ratione corporis mollitia beatae nam deserunt.,Positive,No
REV07956,2400,3,Rem rem dolor dolorem.,Neutral,No
REV07957,9874,4,Temporibus quasi maiores eum animi.,Negative,No
REV07958,2071,5,Ab pariatur tempore distinctio ratione repellat saepe.,Negative,No
REV07959,7285,3,Maxime assumenda tenetur illum dolores laborum a.,Neutral,No
REV07960,7656,4,Dolorum voluptates totam consequatur rem accusamus facilis.,Neutral,No
REV07961,5906,5,Quisquam ullam deserunt in.,Positive,No
REV07962,6381,2,Eos eligendi nostrum dolor corrupti necessitatibus.,Negative,No
REV07963,7289,5,Quae corrupti voluptate esse cumque quasi veniam provident.,Neutral,No
REV07964,7048,4,Velit qui laudantium eos iste.,Neutral,No
REV07965,691,4,Fugit explicabo blanditiis alias deleniti illo.,Negative,No
REV07966,2326,2,Tempora possimus neque optio.,Positive,No
REV07967,7237,5,Ab libero asperiores dolore commodi dicta eos alias.,Neutral,No
REV07968,9885,4,Architecto quas quidem nostrum quidem.,Neutral,No
REV07969,5280,4,Eum aliquid beatae reprehenderit.,Neutral,No
REV07970,8857,5,Earum atque eos impedit doloribus nemo mollitia.,Neutral,No
REV07971,542,5,Voluptatem nam unde similique facere.,Neutral,No
REV07972,408,2,Pariatur necessitatibus nemo quia consectetur dolore architecto.,Negative,No
REV07973,2137,1,Eligendi enim quas occaecati quia fuga.,Negative,No
REV07974,3721,4,Labore veritatis earum repudiandae aut enim inventore.,Neutral,No
REV07975,4995,2,Atque labore reprehenderit laboriosam.,Positive,No
REV07976,2634,5,Sequi ex amet perferendis eaque.,Negative,No
REV07977,7303,5,Rerum recusandae pariatur aliquam quaerat culpa.,Positive,No
REV07978,2360,1,Ex porro nemo sed similique deleniti.,Positive,No
REV07979,3950,4,Corrupti ex dolorum maiores tempora.,Neutral,No
REV07980,9467,1,Cumque minima officiis voluptatem facilis officiis magnam.,Neutral,No
REV07981,6664,1,Pariatur nostrum voluptate earum a dolorum est.,Neutral,No
REV07982,4190,2,Quidem cumque odio quas iusto autem.,Negative,No
REV07983,7595,3,Omnis accusantium voluptatibus laboriosam.,Neutral,No
REV07984,2110,2,Veritatis dolorum aliquam doloremque molestiae impedit est.,Negative,No
REV07985,1475,5,Laudantium laborum odit nemo necessitatibus minus sequi.,Negative,No
REV07986,3289,3,Perferendis quos facilis qui numquam nam quibusdam.,Negative,No
REV07987,2427,2,Voluptatem maiores illum dolores.,Positive,No
REV07988,5217,2,Error dignissimos ullam quae quam quia id.,Negative,No
REV07989,8497,4,Tempora ducimus eum consequuntur.,Negative,No
REV07990,5071,2,Nostrum doloribus ratione reiciendis.,Positive,No
REV07991,23,5,Facere provident a.,Neutral,No
REV07992,6338,3,Temporibus quam nulla iste qui aperiam eos inventore.,Neutral,No
REV07993,8936,2,Earum exercitationem modi quos.,Negative,No
REV07994,5421,1,Neque unde in vero.,Negative,No
REV07995,3345,2,Suscipit architecto vitae vel officia totam.,Neutral,No
REV07996,5879,2,Eligendi necessitatibus incidunt recusandae.,Negative,No
REV07997,7067,4,Corporis dolor recusandae voluptatibus illum sapiente magni soluta.,Negative,No
REV07998,7160,2,Eos minus consectetur assumenda numquam delectus.,Positive,No
REV07999,5347,3,Molestiae praesentium minima ab voluptates.,Neutral,No
REV08000,728,3,Recusandae rerum dolor nulla accusantium officia inventore.,Positive,No
REV08001,5017,2,Nisi voluptatem nesciunt dolor quisquam deleniti rerum expedita.,Positive,No
REV08002,6166,3,Earum distinctio cupiditate natus voluptas.,Neutral,No
REV08003,7603,3,Tempora repellat harum saepe beatae facere.,Positive,No
REV08004,5210,5,Ratione nobis asperiores ducimus quos.,Neutral,No
REV08005,3989,2,Nostrum quos ex ratione unde eos.,Neutral,No
REV08006,7956,5,Atque iure voluptates ut corrupti velit excepturi.,Positive,No
REV08007,6498,3,Officia beatae excepturi neque atque cumque commodi.,Negative,No
REV08008,1031,4,Impedit nemo unde repellat minus possimus.,Negative,No
REV08009,7324,3,Voluptatibus facilis neque officiis atque architecto.,Neutral,No
REV08010,1420,4,Eveniet voluptas fugiat in.,Neutral,No
REV08011,1139,5,Culpa omnis magnam eveniet laudantium.,Neutral,No
REV08012,7834,5,Eligendi quasi eius fuga similique.,Neutral,No
REV08013,4161,3,Pariatur ex corporis dicta enim error culpa.,Neutral,No
REV08014,6488,4,Distinctio id corrupti porro adipisci commodi.,Neutral,No
REV08015,1032,5,Iure laborum quibusdam sit tempora dolores.,Positive,No
REV08016,8840,4,Esse culpa ratione qui.,Positive,Yes
REV08017,5875,5,Enim qui ad fuga.,Negative,No
REV08018,8980,3,Exercitationem beatae possimus harum maxime voluptate.,Neutral,No
REV08019,2451,1,Blanditiis suscipit ullam laudantium fugiat.,Negative,No
REV08020,9173,1,Consequatur fuga occaecati ad.,Positive,No
REV08021,3866,2,Error ullam similique aspernatur nobis nesciunt quisquam.,Neutral,No
REV08022,9866,3,Exercitationem sunt facere quod.,Neutral,No
REV08023,7307,4,Possimus perspiciatis dolor mollitia provident.,Negative,No
REV08024,153,2,Necessitatibus eum voluptates distinctio commodi.,Positive,No
REV08025,9458,2,Reprehenderit alias similique doloremque officia iste natus laborum.,Positive,No
REV08026,1469,1,Odit sed incidunt labore.,Neutral,No
REV08027,6861,3,Id fugit nemo deleniti.,Negative,No
REV08028,5567,4,Eligendi fugiat illum sint.,Positive,No
REV08029,4358,5,Minima sit in alias illo et cupiditate aut.,Neutral,No
REV08030,3528,2,Occaecati cum unde quos dolores.,Negative,No
REV08031,2525,3,Nesciunt hic at exercitationem.,Positive,No
REV08032,816,4,Blanditiis eaque officiis temporibus praesentium.,Negative,No
REV08033,9883,3,Sint ullam quos culpa velit in nulla maiores.,Neutral,No
REV08034,9828,4,Laborum quo id saepe dolorum.,Neutral,No
REV08035,2430,4,Explicabo id aut consequuntur.,Positive,No
REV08036,4273,3,Architecto et eaque quia explicabo quos.,Negative,No
REV08037,8045,2,Aperiam dignissimos esse ut soluta laudantium.,Positive,No
REV08038,8154,2,Accusamus dolorem et occaecati iusto exercitationem nulla.,Negative,No
REV08039,1597,3,Qui corrupti tenetur nihil rem nam.,Positive,No
REV08040,9058,3,Alias doloribus eum iste cupiditate illum.,Positive,No
REV08041,1794,4,Quos at impedit sunt nam.,Positive,No
REV08042,403,3,Repellat eius illo unde sunt possimus.,Negative,No
REV08043,8656,1,Cum corporis modi culpa dicta itaque.,Positive,No
REV08044,8926,1,Magni atque repellendus inventore nulla reprehenderit totam.,Positive,No
REV08045,4957,3,Earum dignissimos provident veritatis amet.,Neutral,No
REV08046,3833,4,Libero incidunt asperiores voluptate accusamus dolores.,Negative,No
REV08047,8985,3,Velit cum quod inventore maxime vero laudantium voluptatibus.,Negative,No
REV08048,8411,4,Iure saepe voluptatibus consectetur distinctio animi in.,Neutral,No
REV08049,9373,3,Delectus officia perferendis aperiam.,Neutral,No
REV08050,716,4,Nulla quam maxime error ab ut.,Neutral,No
REV08051,5220,2,Recusandae expedita sequi nisi.,Neutral,No
REV08052,6039,4,Asperiores explicabo dolorum quos quos molestias repellendus.,Negative,No
REV08053,681,3,Dolores autem tempore modi.,Negative,No
REV08054,4595,4,Est maiores enim hic doloremque a.,Negative,No
REV08055,6833,5,Autem accusantium dicta.,Positive,No
REV08056,8318,3,Debitis ipsam est voluptate.,Positive,No
REV08057,8279,3,Ducimus at aliquid repellendus ad veniam.,Negative,No
REV08058,8435,4,Earum distinctio ratione dolores inventore.,Neutral,No
REV08059,1782,3,Praesentium optio provident dolores asperiores sit quaerat.,Negative,No
REV08060,2354,4,Et qui quis numquam sapiente.,Negative,No
REV08061,9344,3,Cupiditate ex accusantium omnis delectus laudantium.,Positive,No
REV08062,3593,2,In molestias commodi.,Negative,No
REV08063,5467,4,Culpa dolore debitis repellendus ipsa blanditiis aspernatur.,Positive,No
REV08064,7488,1,Earum adipisci modi a dolores aut non incidunt.,Positive,No
REV08065,3486,4,Omnis quibusdam eaque voluptatum dolorem.,Neutral,No
REV08066,3861,4,In accusantium a porro nihil cum ipsum.,Neutral,No
REV08067,7084,2,Earum eaque nesciunt adipisci ea voluptatem eveniet.,Positive,No
REV08068,8605,3,Voluptas molestias eos et voluptas debitis repudiandae.,Negative,No
REV08069,2327,1,Sapiente vero repellendus ratione deserunt saepe qui.,Neutral,No
REV08070,9534,4,Perspiciatis amet at reprehenderit nobis.,Positive,No
REV08071,2516,5,Dignissimos voluptatem error unde fugiat necessitatibus.,Positive,No
REV08072,7641,3,Odit pariatur labore impedit debitis minima.,Negative,No
REV08073,3225,2,Necessitatibus placeat distinctio.,Positive,No
REV08074,5336,2,Labore aut non neque explicabo sit.,Neutral,No
REV08075,6352,4,Laudantium in libero itaque voluptates totam nam exercitationem.,Neutral,No
REV08076,8813,2,Nam cupiditate nemo.,Positive,No
REV08077,882,1,Laboriosam excepturi exercitationem ut inventore.,Neutral,No
REV08078,5615,4,Veniam soluta mollitia sit accusantium veniam tempore sint.,Negative,No
REV08079,6585,3,Dicta temporibus vero saepe ex.,Negative,No
REV08080,2006,5,Nemo culpa occaecati natus eveniet.,Neutral,No
REV08081,5828,1,Numquam provident rerum velit repellat ex ratione assumenda.,Negative,No
REV08082,2053,3,Debitis iure natus dicta.,Positive,No
REV08083,5586,4,Voluptate eum maxime iusto repellat harum iste.,Neutral,No
REV08084,2496,1,Minima quod occaecati.,Negative,No
REV08085,4771,5,Pariatur odio fugit perferendis.,Neutral,No
REV08086,1679,4,Assumenda consequuntur non.,Positive,No
REV08087,5225,4,Laborum magnam necessitatibus id dolores laborum.,Positive,No
REV08088,8150,2,Omnis voluptate unde expedita excepturi.,Positive,No
REV08089,9179,3,Odit voluptatem quaerat officiis cupiditate odio placeat.,Neutral,No
REV08090,6195,5,Architecto excepturi minima quo ea sit.,Neutral,No
REV08091,3704,4,Animi beatae similique maiores nostrum minus.,Negative,No
REV08092,6567,4,Optio consectetur consequuntur alias ipsa suscipit iure molestias.,Negative,No
REV08093,6476,5,Illo ut eveniet impedit corrupti.,Positive,No
REV08094,6777,3,Laborum asperiores consequatur porro rem tenetur dolorum.,Positive,No
REV08095,4912,2,Hic asperiores quod rerum.,Neutral,Yes
REV08096,7799,1,Voluptates tempore minus ducimus eaque.,Positive,No
REV08097,8360,4,Fugit nisi nam magni repudiandae.,Negative,No
REV08098,4448,5,Alias quidem rem voluptatum ab facere.,Negative,No
REV08099,7800,1,Dolor inventore molestiae ratione.,Neutral,No
REV08100,1594,1,Perspiciatis voluptatibus deserunt nihil sunt.,Positive,No
REV08101,3276,4,Laboriosam voluptas impedit quo.,Positive,No
REV08102,2112,3,Quibusdam repellendus officia libero saepe repellendus asperiores.,Negative,No
REV08103,6457,3,Voluptates soluta possimus eveniet id eum.,Positive,No
REV08104,4390,2,Molestias asperiores dolores occaecati hic nihil exercitationem.,Negative,No
REV08105,6834,1,Fuga corporis quidem provident quaerat error expedita.,Positive,No
REV08106,4154,5,Soluta quidem labore laudantium molestiae corporis.,Positive,No
REV08107,5605,3,Minima dicta repellat veniam vel.,Neutral,No
REV08108,9693,2,Tempora ullam alias harum.,Negative,No
REV08109,2114,3,Numquam voluptatem officiis autem rerum optio minima soluta.,Neutral,No
REV08110,6144,1,Blanditiis doloremque cupiditate dicta vero.,Negative,No
REV08111,4584,4,A natus nobis sint delectus eos.,Negative,No
REV08112,4738,4,Sint earum eaque veritatis.,Neutral,No
REV08113,7672,5,Reprehenderit corporis quas amet.,Negative,No
REV08114,91,1,Velit eveniet illum molestias sit magnam molestiae dolore.,Positive,No
REV08115,2,5,Aliquid voluptas debitis cumque tenetur vitae.,Neutral,No
REV08116,2278,1,Illo repellendus saepe nihil doloribus facilis.,Neutral,No
REV08117,8259,3,Hic quas nostrum velit consequatur.,Neutral,No
REV08118,8087,4,Iste amet cumque molestiae quo fugit earum.,Negative,No
REV08119,263,2,Eius quas molestiae.,Neutral,No
REV08120,8439,2,Laborum molestiae sunt natus.,Negative,No
REV08121,1117,3,Sunt omnis nobis nemo eum unde.,Neutral,No
REV08122,5418,2,Soluta autem ullam eligendi.,Negative,No
REV08123,4593,2,Debitis laborum fugiat iusto nulla quos debitis.,Negative,No
REV08124,6109,4,Ipsam placeat molestias.,Negative,No
REV08125,2044,3,Magnam temporibus necessitatibus autem totam eaque.,Negative,No
REV08126,8085,2,Dolorum asperiores consequuntur itaque mollitia facilis neque.,Positive,No
REV08127,2477,5,Adipisci eos quas.,Neutral,No
REV08128,6766,5,Cupiditate quae eius neque officiis.,Positive,No
REV08129,7627,1,Nemo reiciendis suscipit quo ipsam laboriosam nemo.,Positive,No
REV08130,1773,2,Dolore eveniet eligendi et optio.,Positive,No
REV08131,5795,3,Beatae iste dolore mollitia aliquam minus.,Positive,No
REV08132,6052,3,Labore accusamus dignissimos velit dolorem.,Negative,No
REV08133,5389,4,Excepturi doloremque laboriosam voluptatibus itaque accusantium expedita.,Neutral,No
REV08134,5938,3,Architecto officia ex laudantium voluptas adipisci aperiam.,Negative,No
REV08135,581,4,Magni iste consequatur tempora omnis rerum repellendus.,Neutral,No
REV08136,5638,2,Quae laboriosam quidem amet quidem quae harum.,Negative,No
REV08137,6671,1,Animi cupiditate nostrum error nulla sint alias maiores.,Positive,No
REV08138,8931,5,Nam placeat sed eligendi.,Positive,No
REV08139,8956,4,Eveniet rerum corrupti quas ad.,Negative,No
REV08140,2486,2,Ratione dolorum esse tenetur laboriosam magni.,Negative,No
REV08141,6109,3,Exercitationem tempora accusantium ipsam.,Negative,No
REV08142,5671,4,Quibusdam expedita eveniet esse.,Negative,No
REV08143,1719,2,Ullam repellendus repudiandae excepturi.,Neutral,No
REV08144,8830,5,Quas eveniet reprehenderit cumque.,Negative,No
REV08145,2137,5,Consequuntur aliquam quasi veniam reprehenderit ad nisi.,Neutral,No
REV08146,5561,5,Repellat eaque sed quos corporis.,Positive,No
REV08147,456,4,Tempora ipsam at exercitationem.,Positive,No
REV08148,7744,2,Nostrum neque labore.,Positive,No
REV08149,287,3,Dolores illo tempora error ipsam repudiandae quisquam.,Negative,No
REV08150,6351,5,Dolores quis recusandae at.,Negative,No
REV08151,2089,3,Maxime dolorem consequatur quis.,Neutral,No
REV08152,5945,2,Enim voluptates iure ad.,Neutral,No
REV08153,9344,2,Maiores dolor facilis nihil dolore.,Neutral,No
REV08154,6100,5,Quisquam ipsa perferendis aliquid corrupti.,Negative,No
REV08155,8417,2,Non facere facere modi.,Positive,No
REV08156,1585,1,Molestiae eveniet dolores distinctio dignissimos doloremque perspiciatis.,Positive,No
REV08157,7403,5,Expedita minima sint reprehenderit cum nobis.,Neutral,No
REV08158,9523,2,Illum temporibus incidunt dolorem.,Positive,No
REV08159,8648,4,Illo tenetur enim earum eos est.,Neutral,No
REV08160,7931,5,Hic quasi adipisci sapiente ipsam rerum numquam.,Neutral,No
REV08161,4337,2,Impedit eius quae fuga et debitis.,Negative,No
REV08162,1499,2,Odio nihil praesentium repudiandae autem praesentium.,Neutral,No
REV08163,4017,2,Autem quibusdam labore minima consequuntur cumque explicabo.,Positive,No
REV08164,4662,4,Necessitatibus eos iure dolor optio.,Positive,No
REV08165,5863,3,Aliquam mollitia expedita facere animi perspiciatis quod ex.,Negative,No
REV08166,5904,5,Nulla expedita nulla magnam consequatur distinctio officiis saepe.,Negative,No
REV08167,828,1,Assumenda temporibus perspiciatis sequi corporis facilis voluptate eveniet.,Negative,No
REV08168,3139,3,Pariatur repudiandae corrupti nam.,Neutral,No
REV08169,1530,5,Mollitia expedita provident consequuntur officiis repudiandae voluptate.,Negative,No
REV08170,7326,5,Cumque sunt nobis eius porro commodi facere magni.,Neutral,No
REV08171,8455,1,Maxime eos similique alias repudiandae.,Positive,No
REV08172,9664,4,Suscipit dolorum ipsam perspiciatis doloremque.,Neutral,No
REV08173,300,3,Ex laboriosam reiciendis.,Positive,No
REV08174,6316,2,Earum illum deserunt cupiditate.,Positive,No
REV08175,5446,5,Alias ea quidem perspiciatis.,Positive,No
REV08176,4596,1,Magni nesciunt porro dignissimos laborum voluptatibus quas quos.,Negative,No
REV08177,2008,3,Voluptatum magnam quibusdam consequatur.,Neutral,No
REV08178,6620,1,Quia aspernatur aut hic cupiditate nemo.,Neutral,No
REV08179,9565,3,Quis quos pariatur assumenda saepe.,Positive,No
REV08180,2157,5,Incidunt quis quaerat vitae laboriosam.,Negative,Yes
REV08181,3545,4,Debitis blanditiis numquam fugiat saepe sed.,Negative,No
REV08182,5930,1,Labore accusamus laboriosam itaque minima.,Positive,No
REV08183,8562,2,Veniam sint laboriosam.,Positive,No
REV08184,6523,4,Molestias illum fugit.,Neutral,No
REV08185,6507,3,Illum laborum assumenda accusantium officia voluptatum beatae.,Positive,No
